230,   0.00093,   0.00093,   0.00093,   0.01019,   0.07500,   0.02870,   0.05648,   0.00093,   0.00093,   0.71389,   0.00093,   0.00093,   0.00093,   0.00093,   0.00093,   0.05648,   0.03796,   0.01019,   0.00093,   0.00093
231,   0.00192,   0.00192,   0.00192,   0.00192,   0.09808,   0.00192,   0.11731,   0.00192,   0.00192,   0.29038,   0.00192,   0.00192,   0.00192,   0.00192,   0.00192,   0.00192,   0.00192,   0.42500,   0.04038,   0.00192
339,   0.00200,   0.00200,   0.02200,   0.00200,   0.00200,   0.02200,   0.56200,   0.00200,   0.00200,   0.00200,   0.00200,   0.00200,   0.00200,   0.00200,   0.00200,   0.06200,   0.00200,   0.30200,   0.00200,   0.00200
344,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.34571,   0.46000,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.00286,   0.14571
435,   0.00044,   0.00044,   0.00044,   0.00044,   0.00044,   0.00044,   0.23053,   0.02699,   0.00044,   0.37212,   0.00044,   0.05354,   0.31018,   0.00044,   0.00044,   0.00044,   0.00044,   0.00044,   0.00044,   0.00044
643,   0.00116,   0.05930,   0.00116,   0.00116,   0.00116,   0.00116,   0.23372,   0.00116,   0.00116,   0.35000,   0.01279,   0.00116,   0.00116,   0.00116,   0.00116,   0.00116,   0.32674,   0.00116,   0.00116,   0.00116
687,   0.03281,   0.18906,   0.00156,   0.00156,   0.00156,   0.00156,   0.22031,   0.09531,   0.06406,   0.17344,   0.14219,   0.00156,   0.00156,   0.00156,   0.00156,   0.00156,   0.00156,   0.06406,   0.00156,   0.00156
695,   0.00667,   0.00667,   0.00667,   0.00667,   0.54000,   0.00667,   0.00667,   0.00667,   0.00667,   0.07333,   0.00667,   0.00667,   0.00667,   0.00667,   0.00667,   0.00667,   0.00667,   0.00667,   0.00667,   0.27333
696,   0.00526,   0.00526,   0.00526,   0.00526,   0.32105,   0.00526,   0.21579,   0.00526,   0.00526,   0.32105,   0.00526,   0.00526,   0.00526,   0.05789,   0.00526,   0.00526,   0.00526,   0.00526,   0.00526,   0.00526
697,   0.00385,   0.00385,   0.00385,   0.00385,   0.04231,   0.19615,   0.00385,   0.00385,   0.00385,   0.69615,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385
698,   0.00880,   0.00080,   0.00080,   0.00080,   0.28880,   0.00080,   0.04880,   0.00080,   0.00080,   0.49680,   0.00080,   0.07280,   0.00080,   0.00080,   0.00080,   0.07280,   0.00080,   0.00080,   0.00080,   0.00080
710,   0.00167,   0.00167,   0.00167,   0.03500,   0.00167,   0.00167,   0.40167,   0.00167,   0.00167,   0.11833,   0.41833,   0.00167,   0.00167,   0.00167,   0.00167,   0.00167,   0.00167,   0.00167,   0.00167,   0.00167
 11,   0.00060,   0.00060,   0.00060,   0.00060,   0.00060,   0.05449,   0.11437,   0.00060,   0.12635,   0.28802,   0.00060,   0.01856,   0.00060,   0.38982,   0.00060,   0.00060,   0.00060,   0.00060,   0.00060,   0.00060
 79,   0.00135,   0.00135,   0.00135,   0.00135,   0.00135,   0.00135,   0.23108,   0.00135,   0.31216,   0.28514,   0.02838,   0.00135,   0.00135,   0.00135,   0.00135,   0.00135,   0.00135,   0.00135,   0.00135,   0.12297
 80,   0.00400,   0.00400,   0.00400,   0.00400,   0.00400,   0.00400,   0.00400,   0.00400,   0.24400,   0.28400,   0.00400,   0.00400,   0.00400,   0.00400,   0.00400,   0.00400,   0.08400,   0.00400,   0.00400,   0.32400
107,   0.04559,   0.00147,   0.01618,   0.00147,   0.00147,   0.00147,   0.07500,   0.00147,   0.48676,   0.08971,   0.00147,   0.00147,   0.00147,   0.00147,   0.00147,   0.00147,   0.00147,   0.22206,   0.04559,   0.00147
156,   0.00132,   0.01447,   0.00132,   0.00132,   0.00132,   0.00132,   0.21184,   0.00132,   0.00132,   0.44868,   0.02763,   0.00132,   0.00132,   0.00132,   0.00132,   0.27763,   0.00132,   0.00132,   0.00132,   0.00132
440,   0.00055,   0.00055,   0.00055,   0.00055,   0.60829,   0.00055,   0.00608,   0.00055,   0.00055,   0.37624,   0.00055,   0.00055,   0.00055,   0.00055,   0.00055,   0.00055,   0.00055,   0.00055,   0.00055,   0.00055
665,   0.00294,   0.00294,   0.06176,   0.00294,   0.09118,   0.00294,   0.06176,   0.00294,   0.00294,   0.65000,   0.00294,   0.00294,   0.03235,   0.00294,   0.06176,   0.00294,   0.00294,   0.00294,   0.00294,   0.00294
370,   0.00084,   0.00084,   0.00084,   0.06807,   0.00084,   0.02605,   0.15210,   0.00084,   0.22773,   0.32017,   0.06807,   0.01765,   0.01765,   0.00084,   0.00084,   0.00084,   0.05126,   0.00084,   0.00084,   0.04286
518,   0.00011,   0.00011,   0.00011,   0.00011,   0.00660,   0.00011,   0.08344,   0.00011,   0.00011,   0.24578,   0.00011,   0.00119,   0.00227,   0.00011,   0.00119,   0.00011,   0.00119,   0.00119,   0.65595,   0.00011
526,   0.00116,   0.00116,   0.00116,   0.00116,   0.43140,   0.01279,   0.00116,   0.00116,   0.00116,   0.33837,   0.00116,   0.00116,   0.08256,   0.00116,   0.00116,   0.00116,   0.00116,   0.05930,   0.05930,   0.00116
784,   0.00074,   0.00815,   0.00074,   0.00074,   0.00074,   0.00074,   0.23778,   0.00074,   0.00074,   0.28963,   0.00074,   0.00815,   0.03778,   0.00074,   0.00074,   0.00074,   0.40815,   0.00074,   0.00074,   0.00074
  3,   0.33154,   0.00077,   0.00077,   0.18538,   0.00077,   0.00077,   0.16231,   0.00077,   0.02385,   0.14692,   0.00077,   0.00077,   0.13154,   0.00077,   0.00077,   0.00846,   0.00077,   0.00077,   0.00077,   0.00077
 18,   0.00058,   0.00058,   0.00058,   0.00058,   0.03526,   0.00058,   0.15087,   0.00058,   0.00058,   0.41676,   0.00058,   0.00058,   0.00058,   0.00058,   0.00058,   0.00058,   0.00058,   0.38208,   0.00058,   0.00636
 22,   0.34687,   0.00313,   0.00313,   0.00313,   0.00313,   0.00313,   0.47187,   0.00313,   0.00313,   0.12812,   0.00313,   0.00313,   0.00313,   0.00313,   0.00313,   0.00313,   0.00313,   0.00313,   0.00313,   0.00313
 25,   0.01614,   0.59525,   0.00032,   0.00032,   0.00032,   0.00032,   0.03196,   0.05095,   0.00032,   0.29778,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032,   0.00348,   0.00032,   0.00032,   0.00032
 38,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.10978,   0.22935,   0.01196,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.63152,   0.00109,   0.00109,   0.00109
 39,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.10978,   0.22935,   0.00109,   0.01196,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.63152,   0.00109,   0.00109,   0.00109
 45,   0.00132,   0.00132,   0.00132,   0.00132,   0.00132,   0.00132,   0.14605,   0.00132,   0.04079,   0.40921,   0.35658,   0.00132,   0.02763,   0.00132,   0.00132,   0.00132,   0.00132,   0.00132,   0.00132,   0.00132
 50,   0.00076,   0.00840,   0.00076,   0.01603,   0.00076,   0.27557,   0.29084,   0.00076,   0.00076,   0.38244,   0.00076,   0.00076,   0.00076,   0.00076,   0.00076,   0.00076,   0.00076,   0.01603,   0.00076,   0.00076
 57,   0.00106,   0.00106,   0.00106,   0.00106,   0.07553,   0.05426,   0.06489,   0.00106,   0.00106,   0.22447,   0.00106,   0.00106,   0.00106,   0.00106,   0.00106,   0.00106,   0.00106,   0.00106,   0.00106,   0.56489
 65,   0.03134,   0.01642,   0.00149,   0.00149,   0.00149,   0.00149,   0.19552,   0.00149,   0.00149,   0.32985,   0.00149,   0.00149,   0.03134,   0.00149,   0.00149,   0.00149,   0.13582,   0.00149,   0.00149,   0.24030
 77,   0.00156,   0.00156,   0.00156,   0.00156,   0.00156,   0.00156,   0.23594,   0.00156,   0.14219,   0.37656,   0.00156,   0.00156,   0.00156,   0.00156,   0.00156,   0.22031,   0.00156,   0.00156,   0.00156,   0.00156
 82,   0.00120,   0.00120,   0.00120,   0.00120,   0.00120,   0.00120,   0.18193,   0.00120,   0.00120,   0.33855,   0.00120,   0.00120,   0.00120,   0.00120,   0.00120,   0.04940,   0.00120,   0.00120,   0.00120,   0.41084
 88,   0.00116,   0.00116,   0.22209,   0.00116,   0.00116,   0.11744,   0.09419,   0.00116,   0.00116,   0.43140,   0.02442,   0.08256,   0.00116,   0.00116,   0.00116,   0.01279,   0.00116,   0.00116,   0.00116,   0.00116
 95,   0.00081,   0.04959,   0.00081,   0.00081,   0.00081,   0.00081,   0.17967,   0.00081,   0.00081,   0.27724,   0.38293,   0.00081,   0.01707,   0.00081,   0.00081,   0.08211,   0.00081,   0.00081,   0.00081,   0.00081
 99,   0.00045,   0.00045,   0.00045,   0.00045,   0.00045,   0.00045,   0.12991,   0.44241,   0.00491,   0.24598,   0.15670,   0.00045,   0.00045,   0.00045,   0.01384,   0.00045,   0.00045,   0.00045,   0.00045,   0.00045
123,   0.24634,   0.00244,   0.00244,   0.02683,   0.00244,   0.00244,   0.24634,   0.00244,   0.00244,   0.02683,   0.00244,   0.17317,   0.00244,   0.00244,   0.00244,   0.10000,   0.00244,   0.00244,   0.02683,   0.12439
139,   0.06065,   0.03750,   0.00509,   0.00046,   0.00046,   0.00046,   0.25046,   0.01435,   0.00046,   0.25509,   0.03287,   0.00046,   0.02824,   0.31065,   0.00046,   0.00046,   0.00046,   0.00046,   0.00046,   0.00046
160,   0.06354,   0.03229,   0.03229,   0.00104,   0.15729,   0.14688,   0.15729,   0.04271,   0.00104,   0.20938,   0.00104,   0.00104,   0.02188,   0.00104,   0.00104,   0.02188,   0.00104,   0.00104,   0.00104,   0.10521
161,   0.00147,   0.00147,   0.07500,   0.00147,   0.23676,   0.07500,   0.10441,   0.00147,   0.00147,   0.17794,   0.00147,   0.00147,   0.00147,   0.00147,   0.00147,   0.08971,   0.00147,   0.00147,   0.00147,   0.22206
168,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189,   0.34151,   0.05849,   0.00189,   0.09623,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189,   0.47358,   0.00189,   0.00189,   0.00189
188,   0.00169,   0.00169,   0.00169,   0.00169,   0.00169,   0.01864,   0.03559,   0.35763,   0.00169,   0.45932,   0.00169,   0.00169,   0.00169,   0.00169,   0.10339,   0.00169,   0.00169,   0.00169,   0.00169,   0.00169
195,   0.00093,   0.13178,   0.00093,   0.00093,   0.00093,   0.00093,   0.20654,   0.00093,   0.00093,   0.43084,   0.18785,   0.00093,   0.00093,   0.00093,   0.00093,   0.00093,   0.02897,   0.00093,   0.00093,   0.00093
204,   0.00056,   0.00056,   0.00056,   0.16441,   0.00056,   0.42994,   0.11921,   0.00056,   0.00056,   0.23785,   0.00056,   0.00056,   0.00056,   0.00056,   0.00056,   0.00056,   0.00056,   0.00056,   0.04011,   0.00056
223,   0.52146,   0.00038,   0.00038,   0.03103,   0.00038,   0.00038,   0.31073,   0.00038,   0.00038,   0.11533,   0.00038,   0.00038,   0.00038,   0.00421,   0.00038,   0.00038,   0.00805,   0.00038,   0.00038,   0.00421
237,   0.00075,   0.00075,   0.00075,   0.34662,   0.00075,   0.00075,   0.30150,   0.00075,   0.00075,   0.27143,   0.00075,   0.03835,   0.01579,   0.00075,   0.00075,   0.01579,   0.00075,   0.00075,   0.00075,   0.00075
241,   0.00026,   0.00026,   0.00026,   0.00026,   0.42808,   0.16562,   0.03176,   0.00026,   0.00026,   0.34147,   0.00026,   0.00026,   0.00026,   0.00026,   0.00026,   0.00026,   0.00026,   0.00026,   0.00026,   0.02913
252,   0.00161,   0.34032,   0.00161,   0.00161,   0.05000,   0.03387,   0.00161,   0.00161,   0.00161,   0.45323,   0.00161,   0.00161,   0.00161,   0.00161,   0.05000,   0.00161,   0.00161,   0.00161,   0.00161,   0.05000
257,   0.00118,   0.00118,   0.00118,   0.00118,   0.00118,   0.53059,   0.17765,   0.00118,   0.00118,   0.27176,   0.00118,   0.00118,   0.00118,   0.00118,   0.00118,   0.00118,   0.00118,   0.00118,   0.00118,   0.00118
263,   0.00045,   0.00045,   0.00045,   0.00045,   0.40500,   0.09591,   0.00045,   0.00045,   0.00955,   0.24136,   0.00500,   0.06409,   0.03227,   0.00045,   0.05045,   0.00045,   0.00045,   0.00045,   0.09136,   0.00045
284,   0.00095,   0.00095,   0.00095,   0.02952,   0.00095,   0.01048,   0.30571,   0.02000,   0.00095,   0.28667,   0.00095,   0.00095,   0.00095,   0.00095,   0.00095,   0.00095,   0.30571,   0.02952,   0.00095,   0.00095
285,   0.00303,   0.00303,   0.00303,   0.00303,   0.00303,   0.00303,   0.12424,   0.00303,   0.00303,   0.39697,   0.00303,   0.00303,   0.09394,   0.00303,   0.00303,   0.00303,   0.33636,   0.00303,   0.00303,   0.00303
286,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.00109,   0.19674,   0.00109,   0.00109,   0.28370,   0.00109,   0.00109,   0.00109,   0.05543,   0.00109,   0.04457,   0.40326,   0.00109,   0.00109,   0.00109
289,   0.00037,   0.00037,   0.00037,   0.00037,   0.09401,   0.04906,   0.00037,   0.00037,   0.00037,   0.30375,   0.00037,   0.00037,   0.49850,   0.00037,   0.00037,   0.03408,   0.00037,   0.00412,   0.01161,   0.00037
290,   0.05259,   0.00086,   0.00086,   0.00086,   0.63017,   0.05259,   0.00086,   0.00086,   0.00086,   0.17328,   0.00086,   0.05259,   0.00086,   0.00086,   0.01810,   0.00086,   0.00086,   0.00086,   0.00948,   0.00086
302,   0.00323,   0.03548,   0.13226,   0.00323,   0.00323,   0.29355,   0.26129,   0.00323,   0.00323,   0.16452,   0.00323,   0.06774,   0.00323,   0.00323,   0.00323,   0.00323,   0.00323,   0.00323,   0.00323,   0.00323
305,   0.00098,   0.37353,   0.00098,   0.00098,   0.00098,   0.00098,   0.12843,   0.00098,   0.00098,   0.40294,   0.00098,   0.00098,   0.04020,   0.00098,   0.00098,   0.00098,   0.04020,   0.00098,   0.00098,   0.00098
308,   0.00043,   0.00043,   0.45498,   0.00043,   0.00043,   0.00043,   0.16926,   0.00043,   0.00043,   0.36840,   0.00043,   0.00043,   0.00043,   0.00043,   0.00043,   0.00043,   0.00043,   0.00043,   0.00043,   0.00043
310,   0.00048,   0.01005,   0.00048,   0.00048,   0.00048,   0.00048,   0.11053,   0.00048,   0.00048,   0.36411,   0.00048,   0.00526,   0.00048,   0.01962,   0.48373,   0.00048,   0.00048,   0.00048,   0.00048,   0.00048
311,   0.00041,   0.00041,   0.00041,   0.00041,   0.00041,   0.00041,   0.07925,   0.00041,   0.00041,   0.36971,   0.00041,   0.03361,   0.00041,   0.00041,   0.50664,   0.00041,   0.00041,   0.00456,   0.00041,   0.00041
312,   0.00096,   0.02019,   0.00096,   0.00096,   0.02981,   0.00096,   0.01058,   0.00096,   0.00096,   0.45288,   0.00096,   0.00096,   0.00096,   0.00096,   0.43365,   0.00096,   0.00096,   0.02019,   0.02019,   0.00096
313,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032,   0.34759,   0.00032,   0.00032,   0.00032,   0.00032,   0.64662,   0.00032,   0.00032,   0.00032,   0.00032,   0.00032
314,   0.00043,   0.00043,   0.00043,   0.00043,   0.02217,   0.13957,   0.00043,   0.00043,   0.03087,   0.37870,   0.01783,   0.00043,   0.00043,   0.00043,   0.37870,   0.02217,   0.00043,   0.00478,   0.00043,   0.00043
315,   0.00033,   0.00033,   0.00033,   0.00033,   0.00033,   0.00364,   0.00033,   0.00033,   0.00033,   0.33477,   0.00033,   0.00033,   0.00364,   0.00033,   0.65265,   0.00033,   0.00033,   0.00033,   0.00033,   0.00033
316,   0.00025,   0.00025,   0.00025,   0.00025,   0.00025,   0.00025,   0.06476,   0.00025,   0.01514,   0.46179,   0.00025,   0.00025,   0.00025,   0.00025,   0.44938,   0.00025,   0.00025,   0.00025,   0.00025,   0.00521
317,   0.00110,   0.24286,   0.07802,   0.00110,   0.00110,   0.00110,   0.33077,   0.00110,   0.00110,   0.19890,   0.00110,   0.00110,   0.00110,   0.00110,   0.00110,   0.06703,   0.05604,   0.01209,   0.00110,   0.00110
333,   0.00625,   0.00625,   0.13125,   0.13125,   0.00625,   0.00625,   0.19375,   0.00625,   0.00625,   0.44375,   0.00625,   0.00625,   0.00625,   0.00625,   0.00625,   0.00625,   0.00625,   0.00625,   0.00625,   0.00625
335,   0.00051,   0.00051,   0.00051,   0.00051,   0.00051,   0.00051,   0.12359,   0.00051,   0.00051,   0.47231,   0.37487,   0.00051,   0.00051,   0.00051,   0.02103,   0.00051,   0.00051,   0.00051,   0.00051,   0.00051
338,   0.07030,   0.00099,   0.00099,   0.03069,   0.00099,   0.00099,   0.14950,   0.00099,   0.00099,   0.13960,   0.00099,   0.45644,   0.09010,   0.00099,   0.00099,   0.00099,   0.05050,   0.00099,   0.00099,   0.00099
340,   0.00133,   0.00133,   0.00133,   0.00133,   0.00133,   0.06800,   0.16133,   0.00133,   0.00133,   0.38800,   0.00133,   0.00133,   0.00133,   0.01467,   0.00133,   0.22800,   0.06800,   0.05467,   0.00133,   0.00133
341,   0.00053,   0.00053,   0.03777,   0.00053,   0.00053,   0.00053,   0.16543,   0.00053,   0.00053,   0.20798,   0.00053,   0.00053,   0.00053,   0.42074,   0.00053,   0.00585,   0.00053,   0.00053,   0.15479,   0.00053
342,   0.00045,   0.00942,   0.09013,   0.00045,   0.00045,   0.00045,   0.14395,   0.00045,   0.01390,   0.15291,   0.00942,   0.00045,   0.00045,   0.57444,   0.00045,   0.00045,   0.00045,   0.00045,   0.00045,   0.00045
343,   0.00217,   0.00217,   0.00217,   0.00217,   0.00217,   0.00217,   0.00217,   0.00217,   0.00217,   0.39348,   0.00217,   0.11087,   0.00217,   0.45870,   0.00217,   0.00217,   0.00217,   0.00217,   0.00217,   0.00217
347,   0.01692,   0.00154,   0.03231,   0.00154,   0.00154,   0.00154,   0.69385,   0.00154,   0.00154,   0.23231,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154
364,   0.00104,   0.00104,   0.00104,   0.39688,   0.00104,   0.05313,   0.30313,   0.00104,   0.00104,   0.11563,   0.00104,   0.01146,   0.01146,   0.00104,   0.00104,   0.00104,   0.09479,   0.00104,   0.00104,   0.00104
382,   0.00185,   0.00185,   0.00185,   0.02037,   0.00185,   0.18704,   0.02037,   0.00185,   0.05741,   0.52037,   0.00185,   0.00185,   0.00185,   0.00185,   0.00185,   0.00185,   0.00185,   0.16852,   0.00185,   0.00185
397,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.04231,   0.19615,   0.61923,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.00385,   0.08077,   0.00385
409,   0.00147,   0.00147,   0.17794,   0.00147,   0.00147,   0.00147,   0.22206,   0.00147,   0.00147,   0.26618,   0.00147,   0.00147,   0.00147,   0.00147,   0.00147,   0.00147,   0.23676,   0.00147,   0.07500,   0.00147
425,   0.00154,   0.03231,   0.14000,   0.04769,   0.00154,   0.00154,   0.10923,   0.00154,   0.00154,   0.38615,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154,   0.03231,   0.23231,   0.00154,   0.00154
436,   0.01280,   0.00061,   0.00061,   0.00061,   0.00061,   0.00671,   0.21402,   0.00061,   0.00061,   0.42744,   0.27500,   0.00061,   0.00061,   0.00061,   0.00671,   0.00061,   0.04939,   0.00061,   0.00061,   0.00061
451,   0.00119,   0.00119,   0.00119,   0.00119,   0.00119,   0.00119,   0.48929,   0.00119,   0.00119,   0.10833,   0.00119,   0.00119,   0.00119,   0.00119,   0.00119,   0.00119,   0.38214,   0.00119,   0.00119,   0.00119
462,   0.00093,   0.00093,   0.00093,   0.00093,   0.00093,   0.53796,   0.14907,   0.00093,   0.00093,   0.27870,   0.00093,   0.00093,   0.01944,   0.00093,   0.00093,   0.00093,   0.00093,   0.00093,   0.00093,   0.00093
484,   0.00133,   0.00133,   0.29467,   0.00133,   0.00133,   0.00133,   0.00133,   0.00133,   0.00133,   0.29467,   0.00133,   0.00133,   0.37467,   0.00133,   0.01467,   0.00133,   0.00133,   0.00133,   0.00133,   0.00133
493,   0.00054,   0.00054,   0.00054,   0.00054,   0.00054,   0.00054,   0.15189,   0.00054,   0.00054,   0.47622,   0.23838,   0.00054,   0.03297,   0.00054,   0.03838,   0.04378,   0.00054,   0.00054,   0.01135,   0.00054
494,   0.00052,   0.00052,   0.00052,   0.00052,   0.00052,   0.00052,   0.19741,   0.00052,   0.00052,   0.45130,   0.28031,   0.00052,   0.00052,   0.00052,   0.00052,   0.06269,   0.00052,   0.00052,   0.00052,   0.00052
496,   0.00094,   0.00094,   0.00094,   0.07642,   0.01038,   0.03868,   0.42547,   0.00094,   0.00094,   0.08585,   0.00094,   0.00094,   0.00094,   0.00094,   0.00094,   0.00094,   0.00094,   0.00094,   0.32170,   0.02925
516,   0.00093,   0.00093,   0.07570,   0.00093,   0.09439,   0.01028,   0.03832,   0.00093,   0.01028,   0.15047,   0.00093,   0.00093,   0.00093,   0.00093,   0.00093,   0.02897,   0.00093,   0.00093,   0.00093,   0.58037
579,   0.02157,   0.00196,   0.00196,   0.00196,   0.31569,   0.00196,   0.00196,   0.06078,   0.00196,   0.41373,   0.15882,   0.00196,   0.00196,   0.00196,   0.00196,   0.00196,   0.00196,   0.00196,   0.00196,   0.00196
587,   0.00041,   0.38975,   0.02910,   0.00041,   0.02090,   0.00041,   0.11926,   0.00451,   0.00041,   0.25861,   0.00861,   0.00041,   0.00041,   0.00041,   0.06189,   0.00041,   0.07828,   0.02090,   0.00451,   0.00041
591,   0.00172,   0.27759,   0.36379,   0.00172,   0.00172,   0.00172,   0.07069,   0.00172,   0.00172,   0.00172,   0.01897,   0.00172,   0.00172,   0.24310,   0.00172,   0.00172,   0.00172,   0.00172,   0.00172,   0.00172
592,   0.04070,   0.02563,   0.00050,   0.00050,   0.00050,   0.00050,   0.09598,   0.00050,   0.00050,   0.16131,   0.00050,   0.00050,   0.65377,   0.00050,   0.01558,   0.00050,   0.00050,   0.00050,   0.00050,   0.00050
594,   0.00088,   0.00088,   0.19386,   0.00088,   0.00088,   0.00088,   0.07982,   0.00088,   0.00088,   0.56228,   0.00088,   0.00088,   0.00088,   0.01842,   0.12368,   0.00965,   0.00088,   0.00088,   0.00088,   0.00088
605,   0.00110,   0.00110,   0.00110,   0.00110,   0.00110,   0.00110,   0.18791,   0.00110,   0.00110,   0.13297,   0.00110,   0.00110,   0.00110,   0.00110,   0.00110,   0.00110,   0.00110,   0.57253,   0.00110,   0.08901
610,   0.00125,   0.00125,   0.00125,   0.00125,   0.48875,   0.00125,   0.00125,   0.00125,   0.00125,   0.31375,   0.07625,   0.00125,   0.00125,   0.00125,   0.00125,   0.10125,   0.00125,   0.00125,   0.00125,   0.00125
656,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189,   0.24717,   0.00189,   0.00189,   0.36038,   0.00189,   0.00189,   0.00189,   0.36038,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189,   0.00189
713,   0.00204,   0.00204,   0.00204,   0.00204,   0.00204,   0.00204,   0.43061,   0.00204,   0.00204,   0.12449,   0.00204,   0.00204,   0.00204,   0.00204,   0.00204,   0.04286,   0.36939,   0.00204,   0.00204,   0.00204
720,   0.03789,   0.00062,   0.01925,   0.00062,   0.00062,   0.00062,   0.38571,   0.00062,   0.00062,   0.26770,   0.05031,   0.23043,   0.00062,   0.00062,   0.00062,   0.00062,   0.00062,   0.00062,   0.00062,   0.00062
721,   0.14000,   0.00154,   0.00154,   0.03231,   0.00154,   0.14000,   0.18615,   0.00154,   0.00154,   0.41692,   0.00154,   0.01692,   0.00154,   0.00154,   0.04769,   0.00154,   0.00154,   0.00154,   0.00154,   0.00154
722,   0.00185,   0.00185,   0.00185,   0.00185,   0.00185,   0.15000,   0.39074,   0.00185,   0.03889,   0.22407,   0.00185,   0.00185,   0.00185,   0.00185,   0.00185,   0.13148,   0.00185,   0.00185,   0.02037,   0.02037
743,   0.00192,   0.00192,   0.00192,   0.02115,   0.17500,   0.00192,   0.00192,   0.15577,   0.00192,   0.30962,   0.00192,   0.04038,   0.04038,   0.00192,   0.00192,   0.00192,   0.00192,   0.23269,   0.00192,   0.00192
748,   0.00065,   0.00065,   0.00065,   0.00065,   0.00065,   0.00719,   0.12484,   0.00065,   0.28170,   0.54967,   0.00065,   0.00065,   0.00065,   0.02026,   0.00065,   0.00065,   0.00065,   0.00719,   0.00065,   0.00065
756,   0.02683,   0.00244,   0.00244,   0.07561,   0.00244,   0.00244,   0.24634,   0.10000,   0.00244,   0.49024,   0.00244,   0.00244,   0.00244,   0.00244,   0.00244,   0.00244,   0.00244,   0.02683,   0.00244,   0.00244
